,,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
4656,4656,0.9999999,44,0,0,3287,0,0,0,0,1,0
4657,4657,0.736536868,57,0,0.398585977,12597.5,12,0,4,0,0,0
4658,4658,0.838688175,52,0,0.108778244,5000,1,1,0,0,1,0
4659,4659,0.054482992,56,0,0.322556201,7917,10,0,1,0,0,1
4660,4660,0.020226056,53,0,1.911665291,5388,3,0,1,0,0,0
4661,4661,0.128041071,46,0,1.911665291,0,15,0,1,0,0,0
4662,4662,0.279339749,42,0,0.45812124,2160,8,0,0,0,0,0
4663,4663,0.020498401,55,0,0.659498664,7858,20,0,2,0,1,0
4664,4664,0.9999999,32,0,0.445299145,1169,1,0,0,1,0,1
4665,4665,0.228602456,53,0,0.285742851,5000,13,0,1,0,4,0
4666,4666,0.083925747,67,0,0.23244189,4000,7,0,1,0,0,0
4667,4667,0.564042532,29,1,1.911665291,5388,9,0,0,0,0,0
4668,4668,1.002570694,25,0,0.235380117,2051,5,0,0,1,0,0
4669,4669,0.390557767,62,0,0.180959013,10051,4,0,1,0,2,0
4670,4670,0,43,0,0.477852215,10000,14,0,5,0,2,0
4671,4671,0.09119696,56,0,0.281133379,7234,7,0,2,0,3,0
4672,4672,0.504657109,75,0,0.300789853,12597.5,30,0,10,0,0,0
4673,4673,0.2965041,66,0,1.911665291,5388,4,0,2,0,0,0
4674,4674,0,22,0,0,2453,1,0,0,0,0,0
4675,4675,0.018794827,71,0,1.911665291,5388,5,0,0,0,0,0
4676,4676,0.998996488,55,7,0.817712318,5227,14,1,2,1,0,1
4677,4677,0,31,2,0.331795463,2600,3,3,0,0,0,1
4678,4678,0.934520717,58,1,1.241460542,12597.5,17,0,3,0,2,0
4679,4679,0.282367086,37,0,1.911665291,5388,8,0,1,0,0,0
4680,4680,0.9999999,24,0,0.127253814,2883,2,0,0,0,0,0
4681,4681,0.9999999,45,1,0.4826424,2966,5,0,1,0,0,0
4682,4682,0.000198669,34,0,0,7000,2,0,0,0,2,0
4683,4683,0.014811041,39,0,0.083177819,3750,10,0,0,0,1,0
4684,4684,0.031808429,44,0,0.712362301,4084,10,0,2,0,0,0
4685,4685,0.894407208,38,0,0.316166761,5300,7,0,0,0,2,0
4686,4686,0.399444283,71,0,0.302687173,5916,5,0,1,0,2,0
4687,4687,0,79,2,0.325454545,2199,5,0,1,0,1,0
4688,4688,0.282219565,58,0,0.283270569,12597.5,24,0,2,0,2,0
4689,4689,0.044059865,47,0,0.134045077,5900,5,0,1,0,0,0
4690,4690,0.213119935,86,0,1.911665291,5388,12,0,0,0,0,0
4691,4691,0.63829956,50,0,0.664180315,6166,17,0,2,0,1,0
4692,4692,0.524900008,59,3,1.911665291,5388,8,0,0,0,0,0
4693,4693,0.005191905,56,0,0.360553772,4983,6,0,2,0,1,0
4694,4694,0.005540208,65,0,1.911665291,5388,12,0,0,0,0,0
4695,4695,0.817004797,35,1,0.66294689,4838,5,0,1,0,0,0
4696,4696,0.000117644,40,0,0.226503133,7500,5,0,2,0,0,0
4697,4697,0,84,0,1.911665291,5388,3,0,0,0,0,0
4698,4698,0.519288692,53,0,0.431933549,8667,8,0,2,0,1,0
4699,4699,0.081499638,55,0,1.911665291,5388,2,0,0,0,0,0
4700,4700,0.061430772,43,1,0.295632699,6250,7,1,1,0,0,0
4701,4701,0.99190081,49,0,0.43011825,7018,9,0,1,0,2,0
4702,4702,0.041831939,72,0,0.263865943,4236,5,0,1,0,1,0
4703,4703,0.349512371,50,1,0.703899771,5666,15,0,1,0,1,0
4704,4704,0.450220995,45,1,0.32666748,8200,10,0,2,0,1,0
4705,4705,0.9999999,21,98,0,2000,0,98,0,98,0,0
4706,4706,0.896215187,47,2,0.284775778,3500,4,0,1,1,3,0
4707,4707,0.309672452,56,0,0.611262799,5859,11,0,2,0,0,0
4708,4708,0,63,0,1.447350204,12597.5,17,0,8,0,0,0
4709,4709,0,42,0,0.78894691,4595,4,0,1,0,1,0
4710,4710,0,63,0,1.911665291,5388,12,0,1,0,0,0
4711,4711,1.159468439,33,0,0.133708216,3200,3,0,0,0,2,1
4712,4712,0.002175161,34,0,0.247110278,3200,10,0,0,0,1,0
4713,4713,0.236010581,43,0,0.794037448,5500,15,0,4,0,2,0
4714,4714,0.283838876,37,0,0.51870894,3500,10,0,2,0,0,0
4715,4715,0,32,0,0.456458636,2755,3,0,1,0,0,0
4716,4716,0.468638284,57,1,0.607257829,6833,8,0,1,0,0,0
4717,4717,0.001728568,53,0,0.000133316,7500,6,0,0,0,0,0
4718,4718,0.082897878,48,0,1.911665291,5388,6,0,1,0,0,0
4719,4719,0.077572174,59,0,0.172881669,10833,5,0,1,0,0,0
4720,4720,0.018713617,76,0,0.038838017,3166,3,0,1,0,0,0
4721,4721,0.222343423,38,0,0.553217519,4086,4,0,1,0,2,0
4722,4722,0.213572854,51,0,0.059008655,5083,2,1,0,0,2,0
4723,4723,0.020839606,54,0,0.233812242,5080,13,0,2,0,2,0
4724,4724,0.026437088,72,0,0.096074128,4100,12,0,0,0,1,0
4725,4725,1.132104455,47,0,1.911665291,5388,4,1,1,2,1,1
4726,4726,0.9999999,47,0,0.000512689,3900,0,0,0,0,0,0
4727,4727,0.013669372,51,0,0.185600361,12597.5,9,0,2,0,1,0
4728,4728,0,53,0,0.189544351,7000,11,0,1,0,0,0
4729,4729,0,29,0,0,5388,3,0,0,0,0,0
4730,4730,0.001675585,49,0,0.588210789,4800,12,0,2,0,0,0
4731,4731,0.262451679,47,0,0.427285817,8333,12,0,2,0,2,0
4732,4732,0.005210914,61,0,1.911665291,5388,18,0,1,0,0,0
4733,4733,0.094187313,48,0,0.053893946,6920,5,0,0,0,3,0
4734,4734,0.114046629,76,0,0.297945946,4624,8,0,1,0,0,0
4735,4735,0,63,0,1.911665291,5388,8,0,0,0,0,0
4736,4736,0.211236312,49,0,0.585071995,3402,6,0,1,0,2,0
4737,4737,0.139274429,67,0,0.652538984,2500,7,0,3,0,0,0
4738,4738,0.565517909,32,0,0.461551997,5682,13,0,2,0,1,0
4739,4739,0.016605936,58,0,0.004855755,3500,6,0,0,0,2,0
4740,4740,0.36004822,44,1,0.495056105,9000,17,0,1,0,2,0
4741,4741,0.181678332,51,0,0.386722655,5000,8,1,2,1,0,0
4742,4742,0.894309429,50,0,0.976264834,1600,10,0,1,0,0,0
4743,4743,0.021101698,53,0,1.911665291,5388,8,0,1,0,0,0
4744,4744,0.219898311,47,0,0.092780027,8891,7,0,0,0,3,0
4745,4745,0.287373563,59,0,0.662263477,2800,6,0,1,0,0,0
4746,4746,0.883421613,69,1,0.350329934,5000,14,0,0,0,0,0
4747,4747,0.226882799,55,1,0.242320351,7291,14,0,0,0,0,0
4748,4748,0.312599842,44,0,0.442374487,9500,10,0,2,0,0,0
4749,4749,0.694494639,52,3,0.427592117,2333,14,0,0,0,2,0
4750,4750,0.560331216,32,0,0.367631743,4800,13,0,0,0,0,0
4751,4751,0.044656946,61,0,0.013797241,5000,7,0,0,0,0,0
4752,4752,0.080299304,41,0,0.69421358,6376,10,0,2,0,2,0
4753,4753,0.014960501,45,0,0.930809749,11200,21,0,2,0,0,0
4754,4754,0.781846288,36,0,0.313879823,10417,7,0,1,0,3,0
4755,4755,0.9999999,42,0,0.577446014,3750,6,0,1,1,0,0
4756,4756,0.356987393,34,0,0.306091806,4661,7,0,1,0,2,0
4757,4757,0.9999999,79,0,0.33230498,2268,3,0,0,0,0,1
4758,4758,0.444980106,43,1,0.152105987,8000,4,0,0,0,1,0
4759,4759,0.29679185,41,0,0.516183698,5900,12,0,1,0,0,0
4760,4760,0.091490894,65,0,1.911665291,5388,8,0,1,0,0,0
4761,4761,0.197657888,62,0,0.240054021,12597.5,13,0,2,0,1,0
4762,4762,0.784422929,72,2,1.911665291,5388,5,5,0,1,0,1
4763,4763,0.626399653,62,0,0.350519014,12597.5,7,0,4,0,1,0
4764,4764,0.491589318,75,1,0.939973902,4597,16,0,1,0,0,1
4765,4765,0.057712454,70,0,0.191362311,7200,3,0,1,0,0,0
4766,4766,0.412710685,40,0,0.144859165,7206,8,0,0,0,3,0
4767,4767,0.9999999,60,0,0,3140,1,0,0,0,0,0
4768,4768,0.423222365,59,0,0.253375254,5406,9,0,2,0,0,0
4769,4769,0.799291581,72,0,1.159466667,3749,12,0,2,0,0,1
4770,4770,0.160768132,33,0,0.329343706,5012,9,0,1,0,0,0
4771,4771,0.858969887,69,0,0.011033389,12597.5,9,0,0,0,0,0
4772,4772,0,33,0,0.297040263,11250,9,0,1,0,0,0
4773,4773,0.481774384,35,0,0.546726637,2000,9,0,2,0,0,0
4774,4774,0.007782945,67,0,1.911665291,5388,4,0,1,0,0,0
4775,4775,0,42,0,1.911665291,5388,4,0,2,0,0,0
4776,4776,0.040578867,27,0,0.021024967,760,2,0,0,0,0,0
4777,4777,0.62080115,38,0,0.314719062,2900,7,0,0,0,0,0
4778,4778,0.363658808,60,1,1.911665291,5388,8,0,1,0,0,0
4779,4779,0.58913847,44,0,0.134086591,10000,15,0,0,0,0,0
4780,4780,0,57,0,1.911665291,5388,4,0,2,0,0,0
4781,4781,0.276317455,55,0,0.371958671,9000,13,1,1,0,0,0
4782,4782,0.064461984,56,0,0.258061325,10109,6,0,2,0,0,0
4783,4783,0.228858908,76,0,0.509541082,6340,14,0,6,0,0,1
4784,4784,0.098709895,57,0,0.499423465,12597.5,17,0,2,0,3,0
4785,4785,0.920668743,46,1,0.315042926,2678,5,1,0,0,1,0
4786,4786,0.9999999,59,0,0.856291391,3019,8,0,1,0,1,1
4787,4787,0.153820893,30,0,0.109485491,4100,6,0,0,0,3,0
4788,4788,0.547955773,70,0,0.454448017,6530,5,0,2,0,0,0
4789,4789,0.055725584,68,0,0.204359128,5000,10,0,1,0,0,0
4790,4790,0.017448035,63,0,0.002551548,12597.5,4,0,0,0,1,0
4791,4791,0.241573106,52,0,1.911665291,5388,9,0,1,0,0,0
4792,4792,0.017185714,50,0,0.053409423,6833,11,0,0,0,4,0
4793,4793,3746,52,2,0.481353326,2600,5,0,1,0,3,0
4794,4794,0.331104306,62,0,0.227651305,3601,5,0,1,0,0,0
4795,4795,0,56,0,0.112727273,8249,7,0,1,0,0,0
4796,4796,0.015202779,58,0,0.116470917,7151,7,0,1,0,0,0
4797,4797,0.963011619,39,2,1.911665291,5916,19,0,12,0,2,1
4798,4798,0.020200766,63,0,1.911665291,5388,17,0,2,0,0,0
4799,4799,0.284827767,34,0,0.080289569,9116,7,0,0,0,0,0
4800,4800,0.058943232,42,0,0.009425878,3500,4,0,0,0,2,0
4801,4801,0.456809712,29,0,1.911665291,5388,9,0,0,0,0,0
4802,4802,0.766719711,43,1,0.613590076,5400,9,0,1,0,0,0
4803,4803,0,47,0,0.139714571,11000,9,0,1,0,2,0
4804,4804,0.32282304,43,0,0.562783258,3750,10,0,1,0,1,0
4805,4805,0.117290293,40,0,0.661558565,8417,7,0,3,0,3,0
4806,4806,0.023873566,68,0,0.526641724,7750,14,0,2,0,0,0
4807,4807,0.014599027,70,0,0.217391304,2598,2,0,0,0,0,0
4808,4808,0.9999999,41,0,0.220283019,10599,1,0,1,0,2,0
4809,4809,0.032285649,48,0,0.23844872,6600,9,0,2,0,0,0
4810,4810,0.128178988,46,0,0.054868141,8000,8,0,0,0,1,0
4811,4811,0.001990172,80,0,0.000249958,12001,8,0,0,0,0,0
4812,4812,0.246415814,35,1,0.323671498,6416,19,0,1,0,0,0
4813,4813,0.269596974,46,0,0.053325433,6750,4,0,0,0,0,0
4814,4814,0.012166482,77,0,0.187521426,5833,8,0,1,0,0,0
4815,4815,0.038289507,78,0,1.911665291,5388,9,0,0,0,0,0
4816,4816,0.9999999,21,0,0,1200,0,0,0,0,0,0
4817,4817,0.018332111,63,0,0.654115587,3425,10,0,1,0,1,0
4818,4818,0.100641139,32,0,0.008331945,6000,2,0,0,0,0,0
4819,4819,0.576674294,56,0,0.356751035,10390,25,0,2,0,1,0
4820,4820,0.034198577,68,0,0.476154428,5283,10,0,2,0,0,0
4821,4821,0.131213901,34,0,0.228902522,7334,9,0,2,0,0,0
4822,4822,0.122966326,73,0,1.911665291,5388,10,0,1,0,0,0
4823,4823,0.04045749,65,0,0.986113482,12597.5,20,0,11,0,0,0
4824,4824,0.167747385,48,1,0.636907501,4345,13,0,1,0,0,0
4825,4825,0.060878894,70,1,0.242207892,12597.5,8,0,2,0,0,0
4826,4826,0.020256688,47,0,1.911665291,5388,9,0,1,0,0,0
4827,4827,0.946323172,49,1,0.810940499,2083,4,1,1,1,1,0
4828,4828,0,69,0,0.648900733,3001,5,0,2,0,0,0
4829,4829,0.021119155,61,0,0.498626572,6916,5,0,1,0,0,0
4830,4830,0.137616399,43,0,1.911665291,5388,9,0,1,0,0,0
4831,4831,0.034658788,49,0,0.277264522,9416,13,0,1,0,0,0
4832,4832,0.013518018,60,0,0.711762746,3000,6,0,1,0,0,0
4833,4833,0.657801494,81,0,0.131962296,3500,4,0,0,0,0,0
4834,4834,0.230600979,46,0,0.326866301,2370,5,0,0,0,1,0
4835,4835,0.0815912,42,0,0.233220847,8000,9,0,2,0,0,0
4836,4836,0,39,1,0.078992101,10000,4,0,0,0,0,0
4837,4837,1.026192372,52,5,0.653604776,6532,25,0,2,0,0,0
4838,4838,0.280553502,61,0,0.122807018,11000,16,0,0,0,0,0
4839,4839,0.004931706,44,0,1.911665291,5388,4,0,1,0,0,0
4840,4840,0.381794972,67,1,0.187762448,5000,17,0,0,0,0,0
4841,4841,0,32,1,0.151688312,5774,9,0,0,1,4,0
4842,4842,0.715472162,37,1,0.124441308,4250,3,0,0,0,3,0
4843,4843,0.137233414,44,0,0.580053496,2616,11,0,1,0,0,0
4844,4844,0.044750653,45,0,1.911665291,5388,4,0,0,0,0,0
4845,4845,0.604039048,39,0,0.447078989,7000,8,0,2,0,4,0
4846,4846,0.982516284,54,2,0.231838775,6400,5,0,0,0,0,0
4847,4847,0.084915085,59,2,0.182702861,12597.5,2,0,1,0,0,0
4848,4848,0.529494101,69,0,1.911665291,5388,3,0,0,0,0,0
4849,4849,0.9999999,63,1,0.00759631,1842,1,1,0,0,1,0
4850,4850,0.155149868,50,0,0.29342787,7333,6,0,1,0,2,0
4851,4851,0.12592736,27,0,1.911665291,5388,8,0,2,0,0,0
4852,4852,1.566866267,46,2,0.104982503,6000,3,2,0,0,0,0
4853,4853,0.041629923,62,0,1.911665291,1,14,0,3,0,0,0
4854,4854,0,56,0,1.911665291,5388,10,0,3,0,2,0
4855,4855,0.302175318,56,0,0.255552719,11750,6,0,1,0,0,0
4856,4856,0.453210436,46,0,0.260284506,2600,6,0,0,0,2,0
4857,4857,0.047626111,47,0,1.911665291,5388,10,0,0,0,0,0
4858,4858,0.9999999,42,0,0.392871287,5049,4,2,2,0,2,1
4859,4859,0.565974846,61,0,0.682341416,8165,10,1,3,0,1,1
4860,4860,0.068166326,81,0,1.911665291,0,4,0,1,0,0,0
4861,4861,0.9999999,74,0,0,5388,1,0,0,0,0,0
4862,4862,0.02105184,58,0,1.911665291,5388,4,0,1,0,0,0
4863,4863,0.75128109,38,3,0.701099633,3000,7,1,1,1,2,1
4864,4864,1.003997335,63,2,1.21627566,1363,6,1,1,0,0,1
4865,4865,0.043615861,52,0,1.911665291,5388,5,0,0,0,0,0
4866,4866,0.044998393,43,0,0.209379062,10000,5,0,1,0,1,0
4867,4867,0,47,0,0.418488445,1600,5,2,0,0,0,0
4868,4868,0.76954592,54,0,0.385709867,6465,9,0,1,0,0,0
4869,4869,0.031775635,43,0,0.314567029,3960,9,0,2,0,1,0
4870,4870,0.715034513,39,0,0.615311369,5250,8,0,2,0,2,0
4871,4871,0.950820697,56,1,0.662900849,12597.5,11,0,2,0,1,0
4872,4872,0.9999999,45,0,1.911665291,1200,3,0,2,0,2,0
4873,4873,0.225645562,47,0,0.284040496,8790,6,0,1,0,0,0
4874,4874,0.306897931,66,0,1.911665291,5388,4,0,1,0,2,0
4875,4875,0.9999999,23,0,0,847,1,0,0,0,0,0
4876,4876,0.07425925,59,0,0.412698413,1700,11,0,0,0,1,0
4877,4877,0.119949324,76,0,0.461008665,4500,6,0,1,0,1,0
4878,4878,0.017512196,56,0,1.911665291,5388,10,0,1,0,5,0
4879,4879,0.007817826,68,0,0.001764291,2833,3,0,0,0,0,0
4880,4880,0,33,0,0.191293576,5650,8,0,1,0,1,0
4881,4881,0.289371347,38,0,0.612096976,4000,7,0,2,0,2,0
4882,4882,0.154042447,64,2,1.911665291,5388,15,0,3,0,0,0
4883,4883,0.857944153,61,0,0.224030842,4668,20,0,0,0,0,0
4884,4884,0.141833704,45,0,0.514693097,5750,14,0,2,0,2,0
4885,4885,1.123876124,26,1,0.356158993,2540,5,3,0,3,2,0
4886,4886,0.051479906,48,0,0.356625735,12597.5,16,0,4,0,2,0
4887,4887,0.751469829,38,0,0.709842257,4500,5,0,1,0,2,0
4888,4888,0.696224732,49,0,0.735852829,5000,13,0,1,0,0,0
4889,4889,0.012361584,76,0,0.813137495,2450,4,0,1,0,0,0
4890,4890,0,60,3,0.292697378,6750,5,1,1,2,0,1
4891,4891,0.048462333,63,0,0.561892131,4523,6,0,2,0,1,0
4892,4892,0.257643937,67,0,1.911665291,5388,4,0,0,0,0,0
4893,4893,0.380177842,59,0,0.23568735,5833,6,0,1,0,1,0
4894,4894,0.81031169,48,0,0.466771068,10216,15,0,1,0,0,0
4895,4895,1.60E-05,80,0,0.716395305,2640,14,0,1,0,0,0
4896,4896,0.158722752,59,0,0.052973513,2000,4,0,0,0,1,0
4897,4897,0.135807372,65,0,0.044782087,2500,3,0,0,0,0,0
4898,4898,0.016432992,63,0,0.233980087,7833,3,0,1,0,0,0
4899,4899,0.048966776,78,0,0.020595881,5000,4,0,0,0,0,0
4900,4900,0.142115904,43,0,0.598731574,5833,8,0,2,0,3,1
4901,4901,0.047254715,64,1,1.911665291,5388,5,0,0,0,0,0
4902,4902,0.985735235,51,0,0.413799482,5405,6,0,1,0,0,0
4903,4903,0.04219578,38,0,0.352202806,8125,4,0,1,0,2,0
4904,4904,0.054697967,45,0,0.331698664,9583,5,0,1,0,0,0
4905,4905,0.103744813,34,0,0.152474588,6000,7,0,0,0,0,0
4906,4906,1.331797235,41,3,1.911665291,5388,7,0,0,1,0,1
4907,4907,0.962993506,42,0,0.425616322,3528,7,0,0,0,2,1
4908,4908,0.011226239,59,0,0.29631224,6968,8,0,1,0,0,0
4909,4909,0.9999999,48,1,0.003845168,3900,0,1,0,1,2,0
4910,4910,0.036107639,42,0,0.079873569,11705,12,0,1,0,4,0
4911,4911,0.587841216,33,0,0.304836895,2666,5,0,0,0,0,0
4912,4912,0.404261217,58,1,0.431303435,12597.5,15,0,3,0,2,0
4913,4913,0.9999999,61,0,0.0970495,4100,1,1,0,1,2,0
4914,4914,0.48935721,48,0,0.393285905,8995,9,0,1,0,0,0
4915,4915,0.11475541,53,0,1.911665291,5388,3,0,1,0,0,0
4916,4916,0.107991361,66,1,1.911665291,5388,8,0,1,0,0,0
4917,4917,0.107964287,70,0,0.033370829,8000,5,0,0,0,0,0
4918,4918,0.460269865,42,1,1.911665291,5388,8,0,4,0,3,0
4919,4919,0.103775215,65,0,0.222071349,8100,6,0,2,0,3,0
4920,4920,0.667713881,38,0,0.129967508,4000,4,0,0,0,3,0
4921,4921,0.195358053,44,6,0.296411856,7691,13,0,2,0,4,0
4922,4922,0.59304296,63,0,0.506606356,8400,12,1,2,0,0,1
4923,4923,0.239191525,67,0,0.199641404,12597.5,12,0,1,0,0,0
4924,4924,0.056885177,58,1,0.438935817,12597.5,16,0,2,0,0,0
4925,4925,0.296525124,64,0,0.585913127,8333,6,0,2,0,1,0
4926,4926,0.068771556,57,0,1.911665291,5388,12,0,1,0,2,0
4927,4927,0.897489686,28,0,0.776111944,2000,8,0,0,0,0,1
4928,4928,0.021356761,60,0,0.344487402,7500,10,0,1,0,1,0
4929,4929,0.021131925,30,2,0.002347418,3833,4,0,0,0,0,0
4930,4930,0.9999999,38,0,0.335416146,4000,2,0,0,0,1,0
4931,4931,0.487349163,41,0,0.277352018,12597.5,14,0,2,0,1,0
4932,4932,0.442455952,48,0,1.289990645,5344,20,0,4,0,0,0
4933,4933,0.120487853,71,0,0.305092665,6420,3,0,1,0,1,0
4934,4934,0.015553206,35,0,1.911665291,5388,12,0,2,0,0,0
4935,4935,0.016939347,61,1,0.195331249,12597.5,6,0,1,0,0,0
4936,4936,0.063563073,68,0,1.911665291,5388,3,0,0,0,0,0
4937,4937,0.037468384,35,0,0.116739581,4342,3,0,0,0,0,0
4938,4938,0.80620801,48,0,0.294032375,8277,9,0,2,0,2,0
4939,4939,0.023180765,82,0,0.002349256,6384,1,0,0,0,0,0
4940,4940,0.172373699,53,0,0.137095408,5900,2,0,1,0,3,0
4941,4941,0.792340898,40,0,0.504346761,8166,13,0,0,0,0,0
4942,4942,0.29194258,29,0,0.457344452,3117,6,0,1,0,1,0
4943,4943,0,68,0,1.911665291,0,12,0,1,0,0,0
4944,4944,0.072491165,55,0,0.25144978,4310,7,0,1,0,1,0
4945,4945,0.992225102,36,0,1.911665291,5388,8,0,0,0,0,1
4946,4946,0.096409434,41,0,0.259581559,5400,8,0,1,0,3,0
4947,4947,0.056929538,50,0,1.911665291,5388,3,0,1,0,0,0
4948,4948,0.061288243,42,0,1.911665291,1,6,0,1,0,2,0
4949,4949,0.893569987,53,2,0.875412459,10000,20,0,1,2,0,0
4950,4950,0.732066202,52,0,0.333162218,7791,10,0,0,1,0,0
4951,4951,0.307175013,71,0,0.266953125,12597.5,18,0,2,0,0,0
4952,4952,0.04051906,69,0,0.020489755,2000,6,0,0,0,0,0
4953,4953,0.206289523,38,0,0.295269168,5516,12,0,0,0,1,0
4954,4954,0.053769892,56,0,0.240222477,11326,10,0,1,0,1,0
4955,4955,0.476576171,40,0,0.397273978,7996,5,0,2,0,1,0
4956,4956,0.692301439,75,0,0.201999487,3900,9,0,1,0,0,0
4957,4957,0.257241157,69,1,0.288913774,6250,11,0,0,0,0,0
4958,4958,0.328830046,37,0,0.005999,6000,5,0,0,0,0,0
4959,4959,0.9999999,27,0,1.911665291,0,1,0,0,0,0,0
4960,4960,0.073437039,54,0,1.368895567,1330,5,0,1,0,2,0
4961,4961,0.871661437,58,0,0.535861124,4377,6,0,2,0,1,0
4962,4962,0.010256191,68,0,0.001333206,10500,8,0,0,0,0,0
4963,4963,0.291306359,42,0,0.518296341,1666,9,0,1,0,0,1
4964,4964,0.260734595,43,0,0.416320971,12597.5,14,0,2,0,1,0
4965,4965,1.178928247,40,2,0.096074128,4100,5,0,0,1,2,0
4966,4966,0.471084282,59,2,0.721046492,6000,16,0,2,0,0,0
4967,4967,0,53,1,1.911665291,5388,2,0,0,0,0,0
4968,4968,0.044760855,51,0,0.446420215,6410,12,0,1,0,0,0
4969,4969,0.952629292,65,1,1.086778737,2200,4,0,1,1,1,1
4970,4970,0.676835727,53,0,1.911665291,5388,12,0,2,0,0,0
4971,4971,0,67,0,0.215192597,4646,4,0,1,0,0,0
4972,4972,0.261941948,42,0,0.227934876,3500,6,0,0,0,0,0
4973,4973,0,70,0,0.272715152,12597.5,10,0,1,0,1,0
4974,4974,0.316489177,46,0,0.289921466,4583,10,0,0,0,0,0
4975,4975,0.559842764,83,1,0.53820598,902,5,0,0,0,0,0
4976,4976,0.0538919,74,0,0.0041511,7226,5,0,0,0,0,0
4977,4977,0.612622416,53,0,1.911665291,5388,12,0,2,0,3,0
4978,4978,0.551817433,26,0,0.056391316,11100,6,0,0,1,0,0
4979,4979,0.025220124,65,0,0.00539892,5000,6,0,0,0,0,0
4980,4980,0.028453683,58,0,0.383757312,7350,5,0,2,0,0,0
4981,4981,0.94598322,56,0,0.656155104,4280,3,0,1,0,0,0
4982,4982,0.379041397,49,2,0.10078534,4583,4,0,1,0,2,0
4983,4983,0.174357455,32,0,0.27086805,6600,5,0,2,0,2,0
4984,4984,0.05512726,35,0,1.911665291,5388,10,0,2,0,1,0
4985,4985,0.129974005,88,0,1.911665291,5388,5,0,0,0,0,0
4986,4986,0.232633891,68,0,0.531039293,4300,15,0,2,0,0,0
4987,4987,0.690869698,63,0,1.911665291,5388,9,0,3,0,0,0
4988,4988,0.887721435,60,4,1.313895216,4389,12,0,2,0,1,0
4989,4989,0.331633367,57,0,0.526667362,9580,9,0,1,0,3,0
4990,4990,0.149721264,39,0,0.303429586,10700,8,0,1,0,0,0
4991,4991,0.108975055,31,0,0.322782481,8150,15,0,2,0,1,0
4992,4992,0.303133764,47,0,0.382803821,4500,5,0,1,0,0,0
4993,4993,0.640669916,71,0,0.387884554,3152,10,0,1,0,0,0
4994,4994,0.647272045,74,0,0.272121437,2700,6,0,0,0,0,0
4995,4995,0.516205291,54,1,0.274175454,4456,7,0,0,0,1,0
4996,4996,0.153128229,32,1,0.082166879,5500,6,0,0,0,3,0
4997,4997,0.413589581,55,0,1.205276175,1212,9,0,1,0,0,0
4998,4998,0.273258139,44,0,1.911665291,1142,5,0,2,0,2,0
4999,4999,0.100263752,43,0,0.458429266,3908,23,0,0,0,0,0
5000,5000,0.105212225,57,0,1.911665291,5388,5,0,1,0,0,0
5001,5001,0.902260962,41,0,0.629763131,5825,11,0,4,0,0,0
5002,5002,0.634156698,55,0,0.180896354,12597.5,16,0,0,0,0,0
5003,5003,0.010342718,52,0,1.911665291,5388,16,0,2,0,0,0
5004,5004,0.9999999,47,0,0,5388,4,0,0,0,0,0
5005,5005,0.00055384,85,0,9.52E-05,10500,12,0,0,0,0,0
5006,5006,0.015355006,54,0,0.373267848,5700,10,0,2,0,0,0
5007,5007,0.301555955,44,0,0.639738766,12597.5,11,0,4,0,1,0
5008,5008,0.99380124,29,2,0.296685955,1900,7,0,0,0,0,1
5009,5009,0,77,0,0.034753776,12597.5,16,0,1,0,0,0
5010,5010,0.049306934,65,0,0.349930014,5000,6,0,1,0,1,0
5011,5011,0.009538849,70,0,0.190613087,12597.5,13,0,3,0,0,0
5012,5012,0.162268146,56,0,1.911665291,5388,2,0,0,0,0,0
5013,5013,0.702287049,72,0,0.264388489,6671,14,0,0,0,0,0
5014,5014,0.19873338,41,0,1.911665291,5388,10,0,8,0,1,1
5015,5015,0.367017608,46,0,0.260030125,7302,8,0,1,0,1,0
5016,5016,0.025965222,77,0,1.911665291,5388,6,0,2,0,0,0
5017,5017,0.9999999,29,1,0.172447968,4035,6,0,0,3,1,0
5018,5018,0.288108449,78,0,0.361340021,5581,15,0,1,0,0,0
5019,5019,0.856233904,41,0,0.224726234,6300,8,0,0,0,0,0
5020,5020,0.000299985,50,0,0.270039622,6561,5,0,2,0,1,0
5021,5021,0.072416238,86,0,0.006398294,3750,4,0,0,0,1,0
5022,5022,0,82,0,0,10500,5,0,0,0,0,0
5023,5023,1.174579661,59,0,0.231010297,6700,21,0,0,0,0,0
5024,5024,0.144650778,45,1,0.504148054,4700,12,0,1,0,2,0
5025,5025,0.168290202,63,0,0.129833474,7085,7,0,1,0,1,0
5026,5026,0.000978155,42,0,0,7500,3,0,0,0,2,0
5027,5027,0.477829753,45,0,0.432628798,9083,16,0,2,0,0,0
5028,5028,0.81592905,27,0,1.911665291,5388,13,0,0,0,0,0
5029,5029,0.902119382,74,1,1.023916293,3344,9,0,1,0,2,0
5030,5030,0.085103644,63,0,0.271272873,10000,4,0,1,0,1,0
5031,5031,0.183352015,29,0,0.240610178,7800,5,0,1,0,0,0
5032,5032,0.070635079,62,0,0.384717903,2250,7,0,0,0,0,0
